StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Growth_Timer_1_First Click,Growth_Timer_1_Last Click,Growth_Timer_1_Page Submit,Growth_Timer_1_Click Count,Growth_Timer_2_First Click,Growth_Timer_2_Last Click,Growth_Timer_2_Page Submit,Growth_Timer_2_Click Count,Fixed_Timer_1_First Click,Fixed_Timer_1_Last Click,Fixed_Timer_1_Page Submit,Fixed_Timer_1_Click Count,Fixed_Timer_2_First Click,Fixed_Timer_2_Last Click,Fixed_Timer_2_Page Submit,Fixed_Timer_2_Click Count,Percep_Fac_Mindset_1,Percep_Fac_Mindset_2,Percep_Fac_Mindset_3,Percep_Fac_Mindset_4,Percep_Fac_Mindset_5,Percep_Stereo_1,Percep_Stereo_2,Belong_1,Belong_2,Belong_3,Belong_4,Personal_Mindset_1,Personal_Mindset_2,Age,Race_Ethn,Race_Ethn_8_TEXT,Gender,Parental_Education,Current_Student,Current_Student_3_TEXT,Study_Purpose,Additional_Thoughts,Data_Quality,Condition
11/30/25 20:50,11/30/25 21:04,0,100,815,1,11/30/25 21:04,,,,,34.1576,-118.2675,anonymous,EN,4,0,0,595.064,0,0,0,85.258,0,,,,,,,,,1,1,6,1,1,1,1,3,3,3,5,1,1,23,2,,2,4,1,,opinions of college courses/professors,,1,Growth
11/30/25 21:00,11/30/25 21:11,0,100,690,1,11/30/25 21:11,,,,,30.1024,-95.2297,anonymous,EN,4,0,0,196.558,0,0,0,90.025,0,,,,,,,,,2,2,6,2,2,1,1,1,2,1,6,3,3,25,2,,1,2,1,,To gage if you're able to make an overall character evaluation of a Professor based on their syllabus writing.,I don't think so.,1,Growth
11/30/25 21:01,11/30/25 21:12,0,100,663,1,11/30/25 21:12,,,,,35.6263,-78.8458,anonymous,EN,4,,,,,,,,,0,0,128.494,0,0,0,168.377,0,6,6,2,6,6,2,3,5,6,5,3,3,2,22,2,,2,3,1,,To get opinions of college students based on syllabus material and the likelihood of them taking the course,No,1,Fixed
11/30/25 21:12,11/30/25 21:18,0,100,363,1,11/30/25 21:18,,,,,40.798,-74.2416,anonymous,EN,4,0,0,103.701,0,0,0,64.462,0,,,,,,,,,3,2,4,2,3,1,1,2,4,4,6,3,4,22,1,,2,5,1,,to see what students think of typical course syllabi,,1,Growth
11/30/25 20:47,11/30/25 21:19,0,100,1967,1,11/30/25 21:19,,,,,27.9929,-82.403,anonymous,EN,4,,,,,,,,,841.774,841.774,842.187,1,0,0,10.9,0,5,4,2,4,4,3,4,5,5,5,2,1,1,22,3,,2,4,1,,To see how students feel about the class of a professor ,No,1,Fixed
11/30/25 21:41,11/30/25 21:46,0,100,344,1,11/30/25 21:46,,,,,34.0582,-118.126,anonymous,EN,4,,,,,,,,,0,0,40.192,0,0,0,30.142,0,6,6,1,6,5,5,5,6,6,6,2,2,2,22,4,,1,4,1,,what we think of the syllabus and class,,1,Fixed
11/30/25 21:44,11/30/25 21:50,0,100,362,1,11/30/25 21:50,,,,,40.0146,-75.7136,anonymous,EN,4,20.315,98.385,99.168,12,11.437,60.014,61.502,9,,,,,,,,,1,1,6,1,1,1,1,2,3,3,5,1,1,22,4,,3,4,1,,I think the purpose may be to assess how the wording of an syllabus affects the perception of a person.,I thought it was an very interesting study! It was fun reading through the syllabus,1,Growth
11/30/25 23:31,11/30/25 23:35,0,100,229,1,11/30/25 23:35,,,,,33.4474,-88.8205,anonymous,EN,4,,,,,,,,,2.849,49.408,49.434,10,15.931,42.372,44.062,3,5,4,3,5,5,1,1,5,5,4,2,5,5,22,1,,1,6,1,,To see if we can make an opinion about a professor based on the syllabus ,No,1,Fixed
11/30/25 23:52,11/30/25 23:57,0,100,302,1,11/30/25 23:57,,,,,33.4494,-112.1941,anonymous,EN,4,,,,,,,,,0,0,102.004,0,0,0,46.952,0,6,6,1,6,6,6,6,6,6,6,1,2,2,25,1,,2,4,1,,Sexism and instructor attitudes,No,1,Fixed
12/1/25 0:00,12/1/25 0:07,0,100,391,1,12/1/25 0:07,,,,,39.5381,-119.8365,anonymous,EN,4,92.333,92.333,93.031,1,0,0,85.818,0,,,,,,,,,1,2,6,1,1,2,1,2,2,3,5,1,1,21,1,,2,4,1,,to see college students opions of this professor,,1,Growth
12/1/25 0:16,12/1/25 0:20,0,100,192,1,12/1/25 0:20,,,,,34.8775,-92.2265,anonymous,EN,4,,,,,,,,,1.733,3.59,8.701,2,2.276,10.216,10.817,4,4,3,5,2,2,1,1,3,3,3,3,3,3,21,3,,2,2,1,,Impressions on college courses,N/a,2,Fixed
12/1/25 0:15,12/1/25 0:25,0,100,584,1,12/1/25 0:25,,,,,31.8378,-106.538,anonymous,EN,4,0,0,206.692,0,0,0,126.518,0,,,,,,,,,2,1,6,1,1,1,1,1,1,1,6,3,3,22,2,,1,4,1,,To see how students feel about a teacher's syllabus and how welcoming we think the teacher is as well.,Thank you for this opportunity.,1,Growth
12/1/25 0:44,12/1/25 0:51,0,100,417,1,12/1/25 0:51,,,,,37.7833,-122.4952,anonymous,EN,4,0.828,90.649,92.035,23,1.086,63.055,64.5,16,,,,,,,,,2,4,4,2,1,3,2,4,5,4,4,2,1,20,4,,1,1,1,,To rate my opinion on a course description as well as my preconceptions of the course and professor.,No,1,Growth
12/1/25 4:43,12/1/25 4:48,0,100,320,1,12/1/25 4:48,,,,,38.8463,-77.4667,anonymous,EN,4,,,,,,,,,11.07,86.682,90.533,6,10.91,26.923,28.746,3,2,3,5,5,2,2,2,6,6,6,1,2,3,20,3,,3,4,1,,if intelligence can be changed,,1,Fixed
12/1/25 5:30,12/1/25 5:35,0,100,294,1,12/1/25 5:35,,,,,32.4413,-81.7711,anonymous,EN,4,0,0,112.758,0,0,0,64.224,0,,,,,,,,,6,3,6,2,3,1,1,4,5,4,2,1,1,21,3,,2,2,1,,Predict a teacher based on their syllabus,N/A,1,Growth
12/1/25 6:27,12/1/25 6:32,0,100,326,1,12/1/25 6:32,,,,,30.0182,-95.4091,anonymous,EN,4,,,,,,,,,0,0,88.419,0,0,0,50.939,0,4,6,2,6,6,4,5,4,2,5,3,2,3,20,4,,2,4,1,,How college students perceive course descriptions.,N/A,1,Fixed
12/1/25 7:23,12/1/25 7:33,0,100,582,1,12/1/25 7:33,,,,,37.3825,-79.2181,anonymous,EN,4,1.761,114.729,114.745,10,49.182,136.873,140.55,6,,,,,,,,,2,4,6,4,2,1,1,1,1,2,6,5,3,22,1,,2,4,1,,idek tbh,,1,Growth
12/1/25 7:38,12/1/25 7:44,0,100,365,1,12/1/25 7:44,,,,,40.0558,-75.0773,anonymous,EN,4,,,,,,,,,13.812,15.921,102.398,3,32.833,32.833,38.588,1,5,5,3,5,5,4,4,4,5,4,4,2,2,19,1,,2,5,1,,to see what people think of someone from just one thing,"nope
",1,Fixed
12/1/25 7:55,12/1/25 7:59,0,100,275,1,12/1/25 7:59,,,,,29.6467,-82.3284,anonymous,EN,4,106.244,106.574,106.834,2,0,0,62.263,0,,,,,,,,,2,2,6,2,2,2,4,5,5,5,5,2,2,21,2,,1,3,1,,To see how we feel about the class and the professor,no,1,Growth
12/1/25 8:03,12/1/25 8:10,0,100,373,1,12/1/25 8:10,,,,,32.8996,-96.7906,anonymous,EN,4,,,,,,,,,105.325,144.724,145.677,2,24.971,24.971,54.586,1,5,6,2,6,4,5,5,5,5,5,2,2,2,21,1,,2,5,1,,review a course and evaluate it to provide data on college students' opinions,n/a,1,Fixed
12/1/25 8:23,12/1/25 8:31,0,100,505,1,12/1/25 8:31,,,,,35.0514,-89.9265,anonymous,EN,4,1.699,207.864,231.148,23,8.891,98.817,101.576,21,,,,,,,,,4,4,5,3,3,3,3,3,3,3,2,4,4,23,1,,2,4,1,,To investigate how people perceive a rubric or course description designed for a local community college by Stanford. People are to evaluate the courses and give feedback to the researchers.,No.,1,Growth
12/1/25 8:40,12/1/25 8:45,0,100,270,1,12/1/25 8:45,,,,,33.995,-81.0888,anonymous,EN,4,0.765,98.309,98.888,10,14.669,69.625,70.082,12,,,,,,,,,1,1,6,1,1,1,1,1,1,1,6,1,1,20,1,,2,4,1,,To evaluate how we perceive professors based off the syllabus ,No,1,Growth
12/1/25 8:39,12/1/25 8:45,0,100,393,1,12/1/25 8:45,,,,,44.9764,-93.224,anonymous,EN,4,,,,,,,,,0,0,67.101,0,31.09,31.09,31.839,1,6,6,2,6,6,4,3,3,4,3,4,3,3,20,4,,1,4,1,,Determine college students' perceptions of a professor based on their syllabus.,,1,Fixed
12/1/25 9:57,12/1/25 10:02,0,100,329,1,12/1/25 10:02,,,,,43.0747,-77.5181,anonymous,EN,4,,,,,,,,,8.376,91.833,96.261,11,20.713,56.977,57.594,8,6,6,2,6,6,4,4,4,5,3,3,3,3,22,1,,2,4,1,,Perceptions of Professor based on language in the syllabus,Thank you!,1,Fixed
12/1/25 10:43,12/1/25 10:49,0,100,327,1,12/1/25 10:49,,,,,26.0717,-97.4764,anonymous,EN,4,0,0,106.092,0,0,0,76.454,0,,,,,,,,,2,2,5,2,2,1,2,2,2,2,5,2,2,24,"1,2",,1,4,1,,To get student's impressions of college courses based on a syllabus. ,Interesting study. ,1,Growth
12/1/25 11:14,12/1/25 11:20,0,100,398,1,12/1/25 11:20,,,,,40.0746,-88.1691,anonymous,EN,4,,,,,,,,,0,0,118.313,0,0.022,0.022,77.999,1,5,6,2,6,3,4,4,5,4,6,1,3,5,20,3,,1,4,1,,To find our opinions on intelligence,no,1,Fixed
12/1/25 11:33,12/1/25 11:41,0,100,497,1,12/1/25 11:41,,,,,35.8974,-83.9425,anonymous,EN,4,0,0,92.886,0,0,0,87.64,0,,,,,,,,,1,1,5,2,2,3,4,4,3,5,3,2,1,21,1,,2,6,1,,If people believe they van change smartness,No,1,Growth
12/1/25 12:11,12/1/25 12:23,0,100,696,1,12/1/25 12:23,,,,,33.7485,-84.3871,anonymous,EN,4,,,,,,,,,7.258,18.553,323.276,2,6.562,246.178,246.996,3,3,2,4,2,3,3,2,5,4,4,2,3,5,21,1,,1,4,1,,To see if this syllabus makes the teacher seem biased or anything,N/A,1,Fixed
12/1/25 12:46,12/1/25 12:56,0,100,549,1,12/1/25 12:56,,,,,36.2038,-115.2255,anonymous,EN,4,31.517,234.042,261.576,15,19.852,71.302,74.183,7,,,,,,,,,1,1,6,2,2,3,2,5,5,5,2,1,2,21,"1,4",,1,4,1,,To determine student perceptions of class syllabus.,N/A,1,Growth
12/1/25 13:09,12/1/25 13:14,0,100,308,1,12/1/25 13:14,,,,,42.1597,-88.1414,anonymous,EN,4,,,,,,,,,0,0,66.614,0,0,0,27.73,0,6,5,4,5,3,5,6,6,6,6,2,2,1,18,"1,4",,1,5,1,,To analyze how wording affects perception,"I'm not sure if I understood the scale on the first slide, but I figured it out later.",2,Fixed
12/1/25 13:09,12/1/25 13:15,0,100,368,1,12/1/25 13:15,,,,,39.7007,-75.7419,anonymous,EN,4,0,0,90.913,0,0,0,69.501,0,,,,,,,,,3,3,5,2,2,2,2,5,5,5,4,2,2,19,"1,2",,2,4,1,,to see how students judge professors that seem to be more strict ,none,1,Growth
12/1/25 13:20,12/1/25 13:28,0,100,423,1,12/1/25 13:28,,,,,40.112,-88.2365,anonymous,EN,4,0,0,101.967,0,0,0,165.98,0,,,,,,,,,2,1,5,3,2,3,2,2,2,1,2,5,6,20,1,,2,4,1,,I think to measure a student's opinion of a course syllabus.,N/A,1,Growth
12/1/25 14:00,12/1/25 14:06,0,100,364,1,12/1/25 14:06,,,,,39.1361,-77.2824,anonymous,EN,4,,,,,,,,,0,0,86.97,0,0,0,33.943,0,5,5,2,4,4,4,3,4,3,3,3,3,3,21,"1,6",,2,6,1,,To see how college students view the personal beliefs and values of the professor in question based on their class syllabus. ,,1,Fixed
12/1/25 14:10,12/1/25 14:15,0,100,291,1,12/1/25 14:15,,,,,35.9153,-79.0386,anonymous,EN,4,,,,,,,,,0,0,92.259,0,0,0,55.228,0,5,6,2,5,5,4,3,5,6,6,2,2,1,19,"2,3",,2,2,1,,How wording of syllabi affects students confidence in courses,N/A,1,Fixed
12/1/25 14:21,12/1/25 14:30,0,100,484,1,12/1/25 14:30,,,,,45.0782,-93.1894,anonymous,EN,4,0,0,153.17,0,0,0,107.363,0,,,,,,,,,1,2,6,2,1,1,1,2,2,3,5,1,1,22,1,,1,5,1,,To examine how students would feel based on the content of a course and its syllabus,None,1,Growth
12/1/25 14:46,12/1/25 14:54,0,100,440,1,12/1/25 14:54,,,,,43.0421,-87.936,anonymous,EN,4,1.35,124.355,136.078,18,2.071,89.385,95.423,11,,,,,,,,,2,2,5,2,2,2,2,5,4,4,2,2,3,19,1,,2,4,1,,How well a syllabus can connect a student to class,,1,Growth
12/1/25 15:03,12/1/25 15:09,0,100,359,1,12/1/25 15:09,,,,,42.8115,-73.8649,anonymous,EN,4,,,,,,,,,23.272,143.292,144.301,25,9.613,29.338,34.048,5,5,5,2,6,5,4,4,5,5,5,4,2,2,19,1,,1,4,1,,Student’s perceptions on syllabus and coursework and how they view their teachers based on these factors,No,1,Fixed
12/1/25 15:09,12/1/25 15:13,0,100,268,1,12/1/25 15:13,,,,,40.112,-88.2365,anonymous,EN,4,,,,,,,,,0,0,70.291,0,0,0,49.416,0,6,6,2,6,6,5,5,5,4,5,3,2,2,20,1,,2,3,1,,How students perseve the professor ,,1,Fixed
12/1/25 15:13,12/1/25 15:16,0,100,195,1,12/1/25 15:16,,,,,33.7015,-117.7528,anonymous,EN,4,,,,,,,,,0,0,2.703,0,2.532,2.756,8.928,2,5,6,3,5,4,3,2,5,5,4,5,6,6,18,"1,6",,1,6,1,,Help the professor understand their public perception based off this syllabus,,1,Fixed
12/1/25 16:12,12/1/25 16:18,0,100,403,1,12/1/25 16:18,,,,,29.6226,-95.2546,anonymous,EN,4,0,0,121.901,0,0,0,61.535,0,,,,,,,,,1,1,6,1,1,1,2,2,1,3,5,2,1,21,4,,2,3,1,,The purpose is to see if encouragement in a syllabus encourages students to do well in a class or feel comfortable.,N/A,1,Growth
12/1/25 17:47,12/1/25 17:52,0,100,320,1,12/1/25 17:52,,,,,34.0264,-117.936,anonymous,EN,4,,,,,,,,,0,0,96.51,0,0,0,50.13,0,6,6,2,6,6,6,6,6,6,6,1,2,2,22,4,,2,4,1,,To see if professor is biased towards students based on the syllabus.,N/A,1,Fixed
12/1/25 17:43,12/1/25 17:52,0,100,557,1,12/1/25 17:52,,,,,38.6326,-77.2661,anonymous,EN,4,0.546,92.265,93.101,38,5.769,90.774,93.863,14,,,,,,,,,1,2,5,2,1,1,1,5,4,4,2,1,1,21,4,,1,4,1,,Rate professor on calulus course,,1,Growth
12/1/25 18:39,12/1/25 18:48,0,100,497,1,12/1/25 18:48,,,,,33.7499,-117.9071,anonymous,EN,4,15.174,64.044,175.317,15,2.682,103.047,116.663,4,,,,,,,,,1,1,6,1,1,1,3,4,3,5,5,1,1,23,4,,1,4,1,,research on how people interpret a syllabus for their class,n/a,1,Growth
12/1/25 18:49,12/1/25 18:55,0,100,376,1,12/1/25 18:55,,,,,41.7821,-87.6046,anonymous,EN,4,,,,,,,,,0,0,106.472,0,19.772,29.408,99.1,3,6,6,1,6,6,6,6,6,6,6,1,1,1,21,"1,2",,1,4,1,,Exploring perceptions of language use regarding abilities?,Nope,1,Fixed
12/1/25 18:56,12/1/25 19:05,0,100,543,1,12/1/25 19:05,,,,,29.8737,-97.9361,anonymous,EN,4,,,,,,,,,10.463,52.26,88.738,11,0,0,77.15,0,6,6,1,6,6,6,6,6,5,6,1,1,1,21,2,,2,2,1,,"To evaluate a course syllabus and give an opinion on the professor, the class expectations and format, and determine how a student would probably feel reading through it.",n/a,1,Fixed
12/1/25 19:53,12/1/25 19:58,0,100,313,1,12/1/25 19:58,,,,,28.0631,-82.4069,anonymous,EN,4,0,0,93.108,0,3.002,5.828,66.002,5,,,,,,,,,2,2,5,2,2,1,1,4,4,4,5,1,1,21,1,,1,4,1,,To see how policies in a syllabus impacts how a student perceives a professor,Na,1,Growth
12/1/25 20:10,12/1/25 20:14,0,100,251,1,12/1/25 20:14,,,,,38.6332,-90.2176,anonymous,EN,4,,,,,,,,,2.938,17.886,20.557,4,4.822,4.822,6.545,1,3,6,2,5,5,3,5,3,5,5,3,3,1,19,1,,2,4,1,,No idea,,1,Fixed
12/1/25 20:59,12/1/25 21:05,0,100,349,1,12/1/25 21:05,,,,,29.6475,-82.404,anonymous,EN,4,1.749,126.566,127.335,18,16.737,72.601,73.232,15,,,,,,,,,1,1,5,3,2,3,4,5,4,4,3,2,3,23,"1,6",,1,4,1,,Measure how people feel about certain messages in syllabus ,No,1,Growth
12/1/25 21:15,12/1/25 21:20,0,100,263,1,12/1/25 21:20,,,,,37.7834,-122.1862,anonymous,EN,4,,,,,,,,,0,0,90.819,0,0,0,39.996,0,6,6,2,6,6,5,5,6,6,5,2,1,2,20,4,,2,5,1,,Looking at students' views on classes and professors depending on the language in the syllabus,no,1,Fixed
12/1/25 21:42,12/1/25 21:52,0,100,588,1,12/1/25 21:52,,,,,28.4986,-81.5353,anonymous,EN,4,1.348,1.348,212.635,1,0,0,164.283,0,,,,,,,,,4,6,6,1,1,1,1,4,5,6,1,1,1,23,1,,1,4,1,,I think the purpose of this study was to understand if people can actually get good grades in math if they put them self foward and attend the lectures.,,1,Growth
12/1/25 21:15,12/1/25 22:05,0,100,3008,1,12/1/25 22:05,,,,,35.1716,-80.9118,anonymous,EN,4,3.606,419.862,422.523,29,19.539,659.546,660.651,26,,,,,,,,,1,1,5,1,1,1,1,2,3,2,5,2,2,24,3,,2,4,1,,To see how students opinions of a professor are shaped before meeting them.,No,1,Growth
12/1/25 22:06,12/1/25 22:11,0,100,273,1,12/1/25 22:11,,,,,35.9153,-79.0386,anonymous,EN,4,,,,,,,,,0,0,101.766,0,31.758,32.921,35.365,3,6,6,3,6,5,4,4,5,5,5,4,3,3,19,1,,2,4,1,,To determine thoughts on professors wording of syllabus details like students success,,1,Fixed
12/1/25 22:05,12/1/25 22:12,0,100,454,1,12/1/25 22:12,,,,,32.5484,-85.4682,anonymous,EN,4,,,,,,,,,1.954,14.98,28.348,6,7.789,13.493,13.806,3,6,6,1,6,6,1,1,5,4,3,2,2,2,21,2,,1,4,1,,"The message from the professors syllabus to the students
",nope!,1,Fixed
12/1/25 22:17,12/1/25 22:22,0,100,348,1,12/1/25 22:22,,,,,41.8006,-72.2466,anonymous,EN,4,3.697,99.595,100.4,19,22.429,26.348,65.678,3,,,,,,,,,4,3,4,3,5,3,3,4,3,4,4,3,3,20,3,,1,4,1,,To determine if someone reads a syllabus,,2,Growth
12/1/25 23:54,12/2/25 0:03,0,100,509,1,12/2/25 0:03,,,,,40.058,-75.1876,anonymous,EN,4,13.827,96.238,96.828,15,43.767,43.767,61.659,1,,,,,,,,,1,2,6,3,3,1,1,1,1,1,6,1,1,22,3,,2,4,1,,To see how students may view a professor based off the language/setup used in the syllabus (first impression). ,no,1,Growth
12/2/25 0:29,12/2/25 0:35,0,100,344,1,12/2/25 0:35,,,,,35.4619,-97.3932,anonymous,EN,4,,,,,,,,,9.921,81.117,92.363,20,6.758,48.713,57.973,11,6,6,2,6,6,5,5,4,5,4,3,1,1,20,"1,2",,3,5,1,,To judge perceptions on a course.,,1,Fixed
12/2/25 7:37,12/2/25 7:45,0,100,475,1,12/2/25 7:45,,,,,29.7388,-95.8309,anonymous,EN,4,44.663,124.803,133.295,3,22.068,22.068,71.518,1,,,,,,,,,1,1,6,1,1,2,2,2,1,1,6,1,1,21,4,,1,4,1,,How people perceive other people such as professors based on content they put out such as the syllabus.,N/A,1,Growth
12/2/25 8:58,12/2/25 9:03,0,100,309,1,12/2/25 9:03,,,,,40.5153,-112.0316,anonymous,EN,4,,,,,,,,,2.556,76.454,77.631,5,5.442,44.651,46.613,5,6,6,1,6,6,4,4,6,6,6,1,2,2,20,4,,2,4,1,,To determine if someone that thinks that intelligence is either something you have or don't thinks that men and women have different levels of intellect,,1,Fixed
12/2/25 12:36,12/2/25 12:41,0,100,318,1,12/2/25 12:41,,,,,30.1547,-95.1992,anonymous,EN,4,0,0,95.541,0,0,0,60.673,0,,,,,,,,,1,1,6,1,1,2,2,6,6,6,2,6,6,22,"1,3",,2,4,1,,To analyze student impressions based on a course syllabus  ,none,1,Growth
12/2/25 13:09,12/2/25 13:15,0,100,342,1,12/2/25 13:15,,,,,39.9739,-75.1456,anonymous,EN,4,,,,,,,,,0,0,128.344,0,0,0,55,0,5,5,3,5,6,5,5,4,6,5,3,4,4,22,4,,2,4,1,,"The purpose of this study is to look at syllabus design and what it communicates to students, seeing how it encourages or discourages them from taking a course.",N/A,1,Fixed
12/2/25 13:15,12/2/25 13:25,0,100,605,1,12/2/25 13:25,,,,,35.7633,-78.71,anonymous,EN,4,,,,,,,,,0,0,201.82,0,0,0,85.978,0,5,6,3,4,4,5,5,6,5,3,3,2,4,20,1,,2,4,1,,To assess how college students view courses prior to taking the class.,no,1,Fixed
12/2/25 14:14,12/2/25 14:21,0,100,399,1,12/2/25 14:21,,,,,40.6561,-75.2336,anonymous,EN,4,0,0,130.182,0,0,0,104.545,0,,,,,,,,,3,3,4,4,3,2,2,4,6,5,4,2,3,19,1,,1,4,1,,judging based on tone and content,no,1,Growth
12/2/25 15:10,12/2/25 15:22,0,100,668,1,12/2/25 15:22,,,,,43.1806,-77.5948,anonymous,EN,4,35.273,212.818,229.029,7,51.252,189.681,194.115,6,,,,,,,,,1,1,6,2,1,2,2,2,4,2,3,1,2,21,"2,3",,2,5,1,,to understand what college students think about a course description ,N/A,1,Growth
