StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Growth_Timer_1_First Click,Growth_Timer_1_Last Click,Growth_Timer_1_Page Submit,Growth_Timer_1_Click Count,Growth_Timer_2_First Click,Growth_Timer_2_Last Click,Growth_Timer_2_Page Submit,Growth_Timer_2_Click Count,Fixed_Timer_1_First Click,Fixed_Timer_1_Last Click,Fixed_Timer_1_Page Submit,Fixed_Timer_1_Click Count,Fixed_Timer_2_First Click,Fixed_Timer_2_Last Click,Fixed_Timer_2_Page Submit,Fixed_Timer_2_Click Count,Percep_Fac_Mindset_1,Percep_Fac_Mindset_2,Percep_Fac_Mindset_3,Percep_Fac_Mindset_4,Percep_Fac_Mindset_5,Percep_Stereo_1,Percep_Stereo_2,Belong_1,Belong_2,Belong_3,Belong_4,Personal_Mindset_1,Personal_Mindset_2,Age,Race_Ethn,Race_Ethn_8_TEXT,Gender,Parental_Education,Current_Student,Current_Student_3_TEXT,Study_Purpose,Additional_Thoughts,Data_Quality,Condition
12/2/25 15:55,12/2/25 16:04,0,100,539,1,12/2/25 16:04,,,,,28.6841,-81.2812,anonymous,EN,4,,,,,,,,,110.149,110.149,115.425,1,57.135,57.135,57.806,1,6,6,1,6,6,4,5,5,6,6,2,3,4,18,1,,1,6,1,,"To find a correlation between a professor's attitude towards intelligence and how how confident a student would feel in the class,",,1,Fixed
12/2/25 17:10,12/2/25 17:18,0,100,478,1,12/2/25 17:18,,,,,41.0031,-87.9081,anonymous,EN,4,27.602,77.084,149.703,5,0,0,132.773,0,,,,,,,,,4,5,6,4,3,4,4,2,3,3,5,1,2,19,1,,1,2,1,,The purpose of this study were for current or recent college students to evaluate a college course and rate the professor.,"I have no other thoughts to share, thank you!",1,Growth
12/2/25 17:37,12/2/25 17:39,0,100,111,1,12/2/25 17:39,,,,,46.8524,-96.8121,anonymous,EN,4,,,,,,,,,0,0,7.121,0,0,0,8.506,0,3,4,4,3,4,4,3,4,3,4,3,4,3,21,1,,2,4,1,,Get college students oppions on professors,N/A,1,Fixed
12/2/25 17:52,12/2/25 17:56,0,100,204,1,12/2/25 17:56,,,,,38.8865,-77.0911,anonymous,EN,4,,,,,,,,,0,0,55.152,0,22.675,22.675,24.53,1,5,5,3,5,5,5,5,6,6,6,6,2,2,22,1,,2,6,1,,Not sure,,1,Fixed
12/2/25 18:14,12/2/25 18:23,0,100,510,1,12/2/25 18:23,,,,,39.214,-94.5826,anonymous,EN,4,1.255,141.654,142.858,8,2.246,90.991,94.185,10,,,,,,,,,1,1,6,1,1,1,1,4,1,2,5,1,1,25,1,,1,2,1,,To get a view on how classes are run and how it ties to personal beliefs and intelligence.,Nothing in particular but thank you and have a wonderful day!,1,Growth
12/2/25 22:30,12/2/25 22:38,0,100,466,1,12/2/25 22:38,,,,,33.7485,-84.3871,anonymous,EN,4,0,0,126.302,0,0,0,107.93,0,,,,,,,,,1,1,6,1,1,1,1,5,4,5,1,2,2,21,4,,2,6,1,,What students perceive a professor to be like based on a syllabus. ,"The syllabus is mostly reasonable, except the first quiz, since most colleges have an add-drop week, so some students may not be registered for the class in time.",1,Growth
12/3/25 0:32,12/3/25 0:38,0,100,317,1,12/3/25 0:38,,,,,42.3535,-71.3691,anonymous,EN,4,,,,,,,,,26.375,60.111,63.037,8,12.327,26.211,26.869,5,2,3,4,3,3,3,3,4,5,5,5,2,1,21,4,,1,6,1,,To see what students assume about teachers based of course descriptions,No,1,Fixed
12/3/25 1:39,12/3/25 1:45,0,100,399,1,12/3/25 1:45,,,,,32.9376,-97.0829,anonymous,EN,4,,,,,,,,,33.749,64.787,74.479,9,80.879,80.879,81.938,1,5,6,2,6,6,5,5,4,5,1,1,4,5,25,"1,2",,1,2,1,,Analyze the way people perceive a very opinionated professor's class syllabus. ,Nothing in particular.,1,Fixed
12/3/25 11:33,12/3/25 11:38,0,100,289,1,12/3/25 11:38,,,,,39.7665,-75.1443,anonymous,EN,4,0,0,92.966,0,0,0,63.916,0,,,,,,,,,2,1,6,1,1,2,3,3,3,4,3,1,1,21,1,,2,4,1,,how you judge a professor based on the sllyabus ,no,1,Growth
12/3/25 13:48,12/3/25 13:52,0,100,245,1,12/3/25 13:52,,,,,33.4306,-111.9256,anonymous,EN,4,,,,,,,,,18.043,44.918,47.08,9,5.786,15.732,16.752,4,6,6,2,6,5,4,4,4,4,4,4,2,2,22,4,,2,6,1,,To determine if how certain words can be interpreted as a characteristic describing an individual that has it,,1,Fixed
12/3/25 16:03,12/3/25 16:06,0,100,185,1,12/3/25 16:06,,,,,34.989,-90.0126,anonymous,EN,4,,,,,,,,,1.177,5.262,8.398,2,7,7,8.177,1,4,1,5,2,2,1,1,4,4,4,6,1,1,25,3,,2,4,1,,Assumptions of professors based on syllabus.,N/A.,1,Fixed
12/3/25 16:53,12/3/25 16:59,0,100,370,1,12/3/25 16:59,,,,,41.8006,-72.2466,anonymous,EN,4,0,0,118.86,0,0,0,75.992,0,,,,,,,,,2,4,6,2,2,2,2,3,4,2,2,2,2,19,"1,2,3",,2,5,1,,To see how a syllabus can reflect on how people view a professor,no,1,Growth
12/3/25 16:55,12/3/25 17:01,0,100,336,1,12/3/25 17:01,,,,,42.7367,-84.4758,anonymous,EN,4,110.36,110.36,110.829,1,0,0,70.755,0,,,,,,,,,3,3,4,4,4,4,5,4,3,3,4,4,4,21,"1,4",,2,5,1,,"To learn about how college students perceive professors, based on their syllabuses.","None, good luck on your research!",1,Growth
12/3/25 17:07,12/3/25 17:14,0,100,416,1,12/3/25 17:14,,,,,32.5444,-97.3171,anonymous,EN,4,,,,,,,,,0,0,155.16,0,0,0,72.872,0,6,6,2,6,6,6,5,6,6,6,1,2,2,19,"1,2",,2,2,1,,To see how people interpret the wording in a syllabus,N/A,1,Fixed
12/3/25 17:24,12/3/25 17:29,0,100,312,1,12/3/25 17:29,,,,,42.7684,-78.8871,anonymous,EN,4,,,,,,,,,0,0,119.954,0,69.325,69.325,69.916,1,6,6,1,6,6,5,3,6,5,5,1,2,3,20,1,,1,4,1,,seeing how a views of a higher figure influence yours ,,1,Fixed
12/3/25 19:40,12/3/25 19:49,0,100,519,1,12/3/25 19:49,,,,,38.6646,-90.5758,anonymous,EN,4,13.762,114.014,116.245,23,8.375,67.575,76.145,17,,,,,,,,,2,3,6,3,2,1,1,2,2,2,5,4,4,21,2,,2,3,1,,To see how people think of intelligence,N/A,1,Growth
12/3/25 22:01,12/3/25 22:09,0,100,451,1,12/3/25 22:09,,,,,39.1397,-86.5141,anonymous,EN,4,,,,,,,,,0,0,154.037,0,0,0,62.445,0,6,6,2,6,6,5,5,5,5,6,2,3,3,22,1,,2,5,1,,"To see how students view professors based on their syllabus, and the rate of students who drop out of classes","I hope this is not a real professor or syllabus because he sounded very mean and condescending, and a final with half of your grade is crazy",1,Fixed
12/4/25 5:24,12/4/25 5:30,0,100,381,1,12/4/25 5:30,,,,,42.3914,-83.1493,anonymous,EN,4,2.065,123.827,142.641,18,1.357,65.688,67.098,13,,,,,,,,,1,1,6,1,2,2,1,2,2,1,5,1,1,24,"1,6",,1,4,1,,I think purpose is to see if how people feel about their own abilities will affect how they rate a hypothetical course. ,nothing in particular,1,Growth
12/4/25 9:56,12/4/25 10:01,0,100,338,1,12/4/25 10:01,,,,,29.5183,-95.0977,anonymous,EN,4,0,0,99.668,0,24.461,62.249,81.046,2,,,,,,,,,5,6,2,6,6,3,3,5,6,4,4,1,1,19,4,,1,2,1,,How people see professors from a syllabus,,1,Growth
12/4/25 13:47,12/4/25 13:51,0,100,269,1,12/4/25 13:51,,,,,34.0344,-84.6002,anonymous,EN,4,,,,,,,,,0,0,62.564,0,0,0,35.982,0,4,5,3,5,5,6,6,5,6,4,2,2,2,21,3,,2,4,1,,To see how people respond to certain language used in course syllabi. ,N/A,1,Fixed
12/4/25 18:14,12/4/25 18:21,0,100,441,1,12/4/25 18:21,,,,,35.9911,-84.121,anonymous,EN,4,0.481,71.757,105.017,21,17.086,65.934,66.6,9,,,,,,,,,2,2,5,2,2,3,3,4,4,4,3,1,2,21,1,,2,3,1,,To determine the connotation of certain professors' expectations. ,N/a,1,Growth
12/4/25 21:04,12/4/25 21:08,0,100,230,1,12/4/25 21:08,,,,,40.6643,-73.9763,anonymous,EN,4,,,,,,,,,0,0,47.11,0,0,0,69.31,0,3,4,2,4,3,3,4,2,4,2,2,4,2,22,"1,3",,2,4,1,,no idea,,1,Fixed
12/4/25 23:07,12/4/25 23:15,0,100,478,1,12/4/25 23:15,,,,,34.1078,-84.5026,anonymous,EN,4,0,0,130.433,0,0,0,87.962,0,,,,,,,,,1,1,6,1,1,1,1,2,2,3,6,3,4,20,"1,4",,1,2,1,,cultivating a secure learning environment for students.,I remember taking a few surveys with these exact same questions last fall for my ODE class! Only without the professor and syllabus stuff :D,1,Growth
12/5/25 9:19,12/5/25 9:25,0,100,385,1,12/5/25 9:25,,,,,42.0924,-72.517,anonymous,EN,4,,,,,,,,,0,0,158.254,0,0,0,31.701,0,6,6,1,6,6,5,5,6,5,6,1,1,1,20,1,,2,6,1,,To see how effective this professor would be,No,1,Fixed
12/5/25 10:42,12/5/25 10:46,0,100,282,1,12/5/25 10:46,,,,,35.4502,-79.1362,anonymous,EN,4,0,0,91.854,0,0,0,81.061,0,,,,,,,,,3,3,4,3,3,3,3,5,5,5,2,1,1,19,"2,3",,3,4,1,,Might be related to the current administration looking into a professor,nope,1,Growth
12/5/25 16:17,12/5/25 16:23,0,100,367,1,12/5/25 16:23,,,,,35.8047,-78.8881,anonymous,EN,4,,,,,,,,,1.353,115.729,130.944,28,23.923,55.659,57.3,15,5,5,3,5,5,4,4,3,3,3,4,2,2,22,1,,2,4,1,,To see how you would feel taking a class with this professor ,Nope!,1,Fixed
12/5/25 16:37,12/5/25 16:43,0,100,353,1,12/5/25 16:43,,,,,45.461,-122.7052,anonymous,EN,4,0,0,92.557,0,0,0,104.563,0,,,,,,,,,2,2,6,2,2,4,4,3,4,4,4,1,1,22,1,,1,6,1,,To see how people interpret unspoken social signifiers within a syllabus.,,1,Growth
12/5/25 18:49,12/5/25 18:54,0,100,254,1,12/5/25 18:54,,,,,41.1054,-80.6905,anonymous,EN,4,,,,,,,,,0,0,45.676,0,13.748,13.748,14.738,1,5,5,2,4,4,4,5,2,2,2,5,2,2,20,"1,6",,1,6,1,,Determining a syllabus and gauging what the class may be like.,no,1,Fixed
12/5/25 21:09,12/5/25 21:14,0,100,284,1,12/5/25 21:14,,,,,35.8974,-83.9425,anonymous,EN,4,,,,,,,,,0,0,68.787,0,0,0,18.311,0,5,5,2,5,5,4,4,6,6,6,2,2,2,21,1,,2,5,1,,Seeing if people believe you can gain intelligence or not.,n/a,1,Fixed
12/5/25 21:15,12/5/25 21:24,0,100,541,1,12/5/25 21:24,,,,,39.6973,-104.8394,anonymous,EN,4,35.006,212.885,215.816,5,1.81,84.84,87.696,3,,,,,,,,,1,1,6,1,1,1,1,2,2,3,6,1,1,24,1,,1,6,1,,To see whether different parts of the syllabus make people feel like the professor is discouraging or thinks that people can't get smarter,No,1,Growth
12/6/25 1:53,12/6/25 2:00,0,100,421,1,12/6/25 2:00,,,,,45.35,-122.8559,anonymous,EN,4,11.975,117.821,138.2,15,4.255,98.476,98.499,11,,,,,,,,,5,4,6,4,1,1,2,3,4,1,5,1,2,22,2,,1,3,1,,I think it’s the reaction of how a very strict Proffesor who has high expectations for his students and see how students would feel about such straight forward expectations.,,1,Growth
12/6/25 7:32,12/6/25 7:38,0,100,337,1,12/6/25 7:38,,,,,33.3123,-83.3644,anonymous,EN,4,,,,,,,,,12.083,70.809,82.069,9,2.656,2.656,5.358,1,4,5,5,4,4,2,2,3,3,3,5,2,2,23,1,,1,2,1,,what do students think about teachers based on rubric,no,1,Fixed
12/6/25 9:50,12/6/25 9:57,0,100,412,1,12/6/25 9:57,,,,,35.1947,-80.744,anonymous,EN,4,,,,,,,,,15.101,131.529,132.566,24,13.82,52.454,54.899,9,4,4,2,5,4,4,5,6,6,6,6,2,1,20,3,,3,2,1,,to see how a college course is perseved by people.,no,1,Fixed
12/6/25 12:17,12/6/25 12:21,0,100,230,1,12/6/25 12:21,,,,,37.423,-122.1639,anonymous,EN,4,0,0,116.985,0,0,0,74.223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth
12/6/25 12:33,12/6/25 12:41,0,100,458,1,12/6/25 12:41,,,,,41.7697,-87.6985,anonymous,EN,4,0,0,104.402,0,0,0,63.378,0,,,,,,,,,2,5,4,2,2,2,2,3,2,3,5,2,2,22,4,,2,1,3,i just graduated this year,evaluating people's perception of someone based on limited information such as what their language use might reveal about them,,1,Growth
12/6/25 12:35,12/6/25 12:42,0,100,380,1,12/6/25 12:42,,,,,35.2522,-80.8263,anonymous,EN,4,,,,,,,,,47.438,47.438,99.09,1,0,0,57.192,0,6,6,1,6,6,5,5,6,6,6,1,2,2,25,1,,2,5,2,,To see if we have a fixed or growth mindset,no,1,Fixed
12/6/25 12:37,12/6/25 12:52,0,100,929,1,12/6/25 12:52,,,,,36.3933,-97.9158,anonymous,EN,4,,,,,,,,,3.944,295.228,295.7,33,1.68,82.46,82.878,13,5,6,1,6,6,6,6,6,6,6,1,2,1,24,1,,2,5,2,,I think the purpose is to see how this professor is portrayed and the assumptions that would be made after reading his course. ,No,1,Fixed
12/6/25 12:51,12/6/25 12:57,0,100,352,1,12/6/25 12:57,,,,,38.9034,-76.9882,anonymous,EN,4,,,,,,,,,0,0,109.854,0,0,0,62.396,0,6,6,1,6,6,5,5,6,6,6,2,2,2,24,1,,1,5,2,,To assess people's assumptions about the professor based on the syllabus's judgmental and anti-growth attitude,,1,Fixed
12/6/25 12:55,12/6/25 13:00,0,100,331,1,12/6/25 13:00,,,,,39.8952,-75.0347,anonymous,EN,4,0,0,103.818,0,0,0,64.885,0,,,,,,,,,1,1,6,1,1,1,1,1,1,1,6,1,1,24,1,,2,5,2,,To determine if the syllabus sounds bias,No other thoughts,1,Growth
12/6/25 12:56,12/6/25 13:01,0,100,335,1,12/6/25 13:01,,,,,34.4133,-118.0917,anonymous,EN,4,22.624,90.699,91.758,7,19.839,59.565,61.633,13,,,,,,,,,2,2,4,3,3,3,3,4,4,4,3,1,1,24,3,,3,4,1,,To evaluate how people in different groups feel in certain classroom settings.,No,1,Growth
12/6/25 13:03,12/6/25 13:07,0,100,235,1,12/6/25 13:07,,,,,38.0373,-84.8966,anonymous,EN,4,,,,,,,,,1.273,11.577,12.822,12,2.342,4.704,9.932,5,2,2,4,4,3,2,3,4,4,4,3,3,3,25,1,,1,2,2,,Reading comprehension of proessor teaching style,no,1,Fixed
12/6/25 12:58,12/6/25 13:09,0,100,693,1,12/6/25 13:09,,,,,34.9458,-81.9334,anonymous,EN,4,,,,,,,,,1.29,94.094,95.286,4,4.916,59.717,61.063,3,6,6,6,6,1,1,1,5,5,4,5,1,1,24,3,,1,6,2,,To examine how people judge course curriculum in colleges,No,1,Fixed
12/6/25 13:03,12/6/25 13:13,0,100,549,1,12/6/25 13:13,,,,,29.7215,-95.3159,anonymous,EN,4,31.901,112.391,113.262,13,4.232,70.381,70.839,7,,,,,,,,,2,2,6,3,2,2,1,3,4,3,5,2,2,25,"1,4",,1,5,1,,Student impression ,The study was clear and straight forward. Thank you for letting me participate in this study ,1,Growth
12/6/25 13:08,12/6/25 13:15,0,100,473,1,12/6/25 13:15,,,,,32.7816,-97.0828,anonymous,EN,4,0,0,98.111,0,0,0,79.467,0,,,,,,,,,4,5,4,3,5,4,5,3,2,1,1,1,1,25,2,,1,4,1,,To get a students opinion,NA,1,Growth
12/6/25 13:08,12/6/25 13:16,0,100,486,1,12/6/25 13:16,,,,,37.751,-97.822,anonymous,EN,4,,,,,,,,,0,0,2.396,0,0,0,28.272,0,5,5,3,5,5,6,6,5,5,5,2,6,6,25,1,,2,5,2,,"Examining people's perceptions on intelligence, especially whether it can be improved or not.",The study had clear instructions and no difficulties were experienced.,1,Fixed
12/6/25 13:13,12/6/25 13:19,0,100,381,1,12/6/25 13:19,,,,,37.751,-97.822,anonymous,EN,4,0,0,102.927,0,0,0,62.006,0,,,,,,,,,1,2,6,2,3,2,1,5,5,6,4,5,5,24,3,,1,5,2,,To know what people think about classroom inteligence,None,1,Growth
12/6/25 12:47,12/6/25 13:20,0,100,1959,1,12/6/25 13:20,,,,,32.1453,-110.9456,anonymous,EN,4,9.04,89.548,142.345,4,7.365,18.175,117.805,2,,,,,,,,,1,1,6,1,1,1,1,3,4,3,3,4,5,25,1,,1,5,2,,"The purpose of this study is to understand student's impressions of the new calculus, including the professor's teaching approach, grading policies, and how students perceive their ability to learn and succeed in class ","The study was clear, well structured and supportive, with lots of resources for students to improve and succeed. The professor emphasizes learning and growth, which makes the class feel encouraging  ",1,Growth
12/6/25 13:14,12/6/25 13:24,0,100,552,1,12/6/25 13:24,,,,,36.6217,-121.7935,anonymous,EN,4,,,,,,,,,23.849,172.313,173.45,25,22.465,92.748,98.615,11,5,5,2,5,5,5,5,6,6,2,1,1,1,25,4,,2,4,2,,To figure out how people perceive intelligence.,,1,Fixed
12/6/25 13:24,12/6/25 13:32,0,100,471,1,12/6/25 13:32,,,,,42.3849,-88.3534,anonymous,EN,4,15.785,125.538,139.459,11,13.836,72.797,73.52,9,,,,,,,,,2,6,5,2,3,6,5,6,5,5,2,2,3,23,1,,2,2,2,,I think the purpose of this study it to give your input or impression on a calculus course with this specific professor . ,,1,Growth
12/6/25 13:28,12/6/25 13:35,0,100,371,1,12/6/25 13:35,,,,,42.2342,-91.1986,anonymous,EN,4,120.45,122.033,124.598,4,0,0,73.949,0,,,,,,,,,2,4,6,1,1,1,1,2,4,3,6,1,1,22,1,,1,3,2,,To gauge any unsaid biases that the professor in question may have.,N/A,1,Growth
12/6/25 13:37,12/6/25 13:39,0,100,156,1,12/6/25 13:39,,,,,34.4275,-119.859,anonymous,EN,4,,,,,,,,,0,0,37.744,0,0,0,27.567,0,3,4,4,2,3,2,2,2,2,2,2,1,1,19,1,,2,5,1,,,,1,Fixed
12/6/25 13:40,12/6/25 13:45,0,100,307,1,12/6/25 13:45,,,,,40.8792,-111.8686,anonymous,EN,4,,,,,,,,,0,0,68.058,0,0,0,13.765,0,5,6,3,5,5,5,5,5,4,5,5,2,2,25,1,,2,5,2,,thoughts on the professor,,1,Fixed
12/6/25 13:39,12/6/25 13:48,0,100,530,1,12/6/25 13:48,,,,,42.6423,-83.0514,anonymous,EN,4,0,0,92.294,0,0,0,66.739,0,,,,,,,,,1,1,5,1,1,2,2,5,5,6,3,1,1,25,1,,2,3,2,,To understand the perception of classroom expectations of a Calculus II college class.,No,1,Growth
12/6/25 13:43,12/6/25 13:50,0,100,447,1,12/6/25 13:50,,,,,37.8287,-92.2007,anonymous,EN,4,0,0,136.401,0,5.291,61.265,62.047,6,,,,,,,,,1,1,6,1,1,1,1,1,1,1,6,2,2,25,1,,2,5,2,,to find out how students think and feel about syllabi for their classes,n/a,1,Growth
12/6/25 13:46,12/6/25 13:51,0,100,284,1,12/6/25 13:51,,,,,47.6109,-122.3303,anonymous,EN,4,1.86,66.448,91.201,21,25.717,76.383,77.153,9,,,,,,,,,2,2,6,2,2,2,2,5,5,4,3,4,5,23,1,,2,3,1,,No idea,No,1,Growth
12/6/25 13:49,12/6/25 13:54,0,100,255,1,12/6/25 13:54,,,,,40.6265,-80.0559,anonymous,EN,4,,,,,,,,,13.833,90.874,91.623,19,3.139,39.251,40.43,9,6,6,2,6,6,5,5,6,6,5,1,2,2,24,1,,1,5,2,,To see how perceive the teacher and how they would act in other situations ,No,1,Fixed
12/6/25 13:18,12/6/25 13:57,0,100,2338,1,12/6/25 13:57,,,,,41.5873,-87.5103,anonymous,EN,4,,,,,,,,,0,0,2.9,0,0,0,1017.097,0,4,5,6,5,4,5,4,5,6,4,5,5,6,21,"1,2,3",,1,2,2,,To see what one thinks of college and the classes offered.,No,1,Fixed
12/6/25 13:52,12/6/25 13:58,0,100,376,1,12/6/25 13:58,,,,,39.8545,-75.3773,anonymous,EN,4,,,,,,,,,0,0,5.981,0,0,0,3.828,0,6,6,6,5,6,5,6,4,6,6,4,6,1,22,3,,1,2,1,,To get different impressions from college students.,None,1,Fixed
12/6/25 14:04,12/6/25 14:07,0,100,189,1,12/6/25 14:07,,,,,29.7495,-95.4703,anonymous,EN,4,,,,,,,,,0,0,8.061,0,0,0,14.032,0,3,6,1,6,5,2,3,6,6,6,3,1,1,24,4,,2,2,1,,impressions of college courses ,,1,Fixed
12/6/25 14:02,12/6/25 14:10,0,100,468,1,12/6/25 14:10,,,,,46.795,-96.8335,anonymous,EN,4,2.129,79.329,188.672,16,2.141,62.075,63.106,7,,,,,,,,,1,1,6,1,1,1,1,1,1,1,6,1,1,25,3,,2,5,1,,To see whether students think their professor believes intelligence can grow or is fixed and how that perception affect students,No,1,Growth
12/6/25 14:04,12/6/25 14:10,0,100,378,1,12/6/25 14:10,,,,,41.8835,-87.6305,anonymous,EN,4,5.211,87.242,100.689,19,3.444,54.174,61.208,11,,,,,,,,,3,6,5,2,2,2,2,4,3,4,4,3,2,24,1,,1,5,1,,Student perceptions of classes ,N/a,1,Growth
12/6/25 14:06,12/6/25 14:12,0,100,357,1,12/6/25 14:12,,,,,27.7728,-82.6379,anonymous,EN,4,,,,,,,,,0,0,151.413,0,0,0,65.34,0,5,5,2,5,6,5,4,2,2,1,4,3,4,22,1,,2,5,1,,To determine how language impacts perception,nope,1,Fixed
12/6/25 14:09,12/6/25 14:18,0,100,540,1,12/6/25 14:18,,,,,37.751,-97.822,anonymous,EN,4,,,,,,,,,0,0,8.479,0,15.759,31.14,34.404,6,6,5,2,5,4,1,3,4,4,3,4,2,3,24,1,,2,6,2,,knowing college student views on certain courses,no,1,Fixed
12/6/25 14:16,12/6/25 14:19,0,100,204,1,12/6/25 14:19,,,,,33.8775,-84.5017,anonymous,EN,4,,,,,,,,,61.559,61.559,63.3,1,0,0,33.347,0,6,6,2,6,5,6,6,5,5,5,5,2,3,25,1,,2,6,2,,Investigating thoughts on people's capacity to learn versus what they are born with.,None,1,Fixed
12/6/25 14:16,12/6/25 14:20,0,100,257,1,12/6/25 14:20,,,,,41.3092,-111.9659,anonymous,EN,4,,,,,,,,,1.702,43.97,103.878,20,0,0,56.443,0,4,4,2,5,4,4,4,3,2,2,4,2,2,24,1,,2,5,2,,,,1,Fixed
12/6/25 14:05,12/6/25 14:21,0,100,925,1,12/6/25 14:21,,,,,40.7758,-82.4612,anonymous,EN,4,0.767,8.976,144.672,3,8.633,10.382,185.166,3,,,,,,,,,3,3,3,3,3,4,2,3,2,4,4,2,2,21,1,,2,4,1,,I think its about how students react to the calculus ll course.,n/a,1,Growth
